Gene	full_length	coding_length	GC	CpG	RepliSeq_ENCFF001GNK_GM12878	RepliSeq_ENCFF001GNN_GM12878	RepliSeq_ENCFF001GOW_HeLa-S3	RepliSeq_ENCFF001GRX_K562	RepliSeq_ENCFF001GOA_GM12878	RepliSeq_ENCFF001GSJ_K562	RepliSeq_ENCFF001GSP_K562	RepliSeq_ENCFF001GTK_MCF-7	RepliSeq_ENCFF001GNT_GM12878	RepliSeq_ENCFF001GNR_GM12878	RepliSeq_ENCFF001GNX_GM12878	RepliSeq_ENCFF001GSN_K562	RepliSeq_ENCFF001GSB_K562	RepliSeq_ENCFF001GTH_MCF-7	RepliSeq_ENCFF001GSX_MCF-7	RepliSeq_ENCFF001GSF_K562	RepliSeq_ENCFF001GON_HeLa-S3	RepliSeq_ENCFF001GOQ_HeLa-S3	RepliSeq_ENCFF001GOS_HeLa-S3	RepliSeq_ENCFF001GOJ_HeLa-S3	RepliSeq_ENCFF001GTD_MCF-7	RepliSeq_ENCFF001GTF_MCF-7	RepliSeq_ENCFF001GSV_MCF-7
TCL1A	2.08065766335	-1.54793176978	0.588	0.711	43.500	6.000	38.333	8.333	2.333	23.333	8.000	14.000	12.500	32.571	3.600	31.800	6.000	25.500	10.000	22.800	2.000	12.333	36.600	8.000	13.667	28.000	8.000
TCL1B	2.63853727922	-1.38082178394	0.602	0.462	47.500	8.500	34.400	7.600	1.000	23.400	12.333	12.500	10.200	30.143	2.500	25.500	5.500	26.000	9.000	25.750	3.500	15.500	35.400	8.500	15.500	29.500	7.333
TCN1	3.78251340814	0.377401430786	0.430	0.334	7.800	3.000	3.000	23.167	2.000	19.400	2.000	25.000	45.571	26.800	14.429	3.500	3.333	37.500	7.500	48.857	30.500	22.500	10.500	7.500	6.667	18.286	5.600
TCN2	4.32034025687	0.35727047568	0.565	0.245	31.200	3.500	3.500	25.455	1.000	9.375	2.333	1.667	16.286	48.857	1.000	1.000	13.583	3.500	7.667	48.938	41.625	18.000	3.500	5.333	33.250	9.778	43.615
TCOF1	5.41515020543	2.16414264885	0.596	0.249	68.308	8.444	2.500	47.524	1.500	5.778	1.667	1.000	1.833	20.700	1.000	1.000	2.727	2.571	4.500	42.348	37.368	6.500	2.500	5.500	44.333	16.455	32.412
TCP1	3.48619949257	0.738119288783	0.420	0.332	19.167	2.000	7.500	25.250	2.000	26.667	4.000	11.571	32.167	41.571	3.500	12.500	2.000	32.500	8.333	28.571	18.500	21.500	25.500	6.000	16.750	25.400	5.250
TCP10	3.51374338459	-0.0320936297099	0.555	0.557	26.400	5.000	45.000	9.800	1.333	33.800	9.600	14.400	14.286	52.250	2.500	29.250	9.875	21.000	13.167	9.250	1.000	6.000	27.286	15.500	12.600	24.286	14.429
TCP10L	3.42021289061	-0.632628934351	0.526	0.360	9.000	1.000	3.667	20.800	1.000	28.600	1.000	1.000	48.833	34.167	7.000	6.000	6.000	7.500	8.000	37.500	28.800	3.667	2.000	7.500	38.000	25.000	21.400
TCP10L2	3.62246186738	0.0827025893302	0.565	0.534	65.750	10.714	34.600	4.667	1.667	33.200	3.000	6.500	3.000	18.875	1.000	20.500	3.667	24.000	9.000	35.300	1.000	9.444	42.300	9.000	13.571	33.778	11.800
TCP11	4.54467084248	0.676267408266	0.497	0.243	44.000	4.800	2.500	12.727	1.000	25.900	4.333	1.000	2.500	47.357	1.000	8.778	2.000	3.400	11.500	46.933	28.636	3.333	1.500	7.429	32.125	8.200	44.154
TCP11L1	5.09368693035	0.610700062135	0.489	0.307	37.765	2.571	2.500	16.167	1.000	28.667	4.143	1.000	15.533	44.750	1.333	2.400	3.556	7.100	7.600	43.800	18.000	3.500	2.500	8.750	35.667	32.615	16.111
TCP11L2	5.46675761573	0.662661255475	0.444	0.269	7.471	1.800	2.500	9.643	5.636	43.000	3.600	3.800	45.412	22.200	17.176	25.333	12.714	21.524	6.500	5.733	38.769	28.200	4.727	3.857	21.000	35.400	12.389
TCP11X2	8.00255063791	1.28806320033	0.471	0.214	12.409	37.804	43.571	29.125	38.750	30.000	16.571	42.213	7.759	3.000	20.193	50.952	20.077	24.915	24.740	14.231	3.167	10.542	24.081	29.565	10.433	5.815	11.071
TCTA	2.09457389798	-1.69432125676	0.612	0.634	74.333	14.500	3.500	77.800	1.500	2.500	3.000	1.000	1.000	8.000	1.000	1.500	5.500	2.000	8.000	9.667	6.500	2.000	2.667	8.500	8.333	4.000	76.667
TCTE1	4.13438524647	0.587845009254	0.588	0.513	43.000	4.667	2.000	41.889	1.000	7.000	4.500	2.333	7.000	42.778	1.500	2.667	4.500	2.500	5.500	40.000	40.500	10.600	3.000	5.500	31.000	8.500	50.444
TCTE3	3.51966770089	-0.751465163861	0.429	0.480	4.500	1.500	4.500	11.000	25.800	30.750	4.333	5.500	25.333	6.400	37.714	7.571	14.200	18.400	6.333	32.286	34.750	19.500	8.000	6.500	22.571	31.250	15.200
TCTEX1D1	4.73286612812	-0.897006006677	0.399	0.329	3.167	2.000	6.333	20.333	2.500	33.188	3.600	44.308	44.667	33.625	13.222	12.500	3.429	24.000	19.000	25.857	15.800	42.786	20.833	6.167	2.833	5.909	4.500
TCTEX1D2	4.75894271687	-1.15521264992	0.450	0.497	81.300	6.750	2.667	72.667	1.000	3.000	7.429	2.429	1.000	9.182	1.000	1.400	3.500	4.286	7.750	10.700	24.111	4.000	1.500	8.500	30.500	7.857	46.769
TCTEX1D4	0.46048047004	-0.592919224549	0.733	0.809	80.000	12.600	3.000	80.500	1.000	1.500	2.667	1.000	1.000	5.000	1.000	1.500	5.500	1.500	7.500	9.000	12.200	2.500	2.500	7.000	11.000	3.500	75.600
TCTN1	5.13356352574	1.03351110236	0.493	0.404	80.867	13.154	3.286	39.071	1.333	4.857	1.000	1.500	1.000	3.750	1.000	2.800	5.750	2.700	8.846	48.348	32.000	7.500	2.500	5.500	35.000	10.000	42.722
TCTN2	5.22075558	1.06419306193	0.471	0.483	57.579	8.900	2.727	43.692	1.000	6.769	2.500	2.333	4.500	27.050	1.571	3.500	3.909	5.273	9.846	40.269	24.750	11.857	2.500	8.875	33.643	9.250	39.812
TCTN3	4.94242066846	0.864730922315	0.491	0.265	69.789	10.833	18.786	45.955	1.500	6.900	6.286	16.944	1.667	16.250	1.000	1.000	3.800	32.111	4.556	38.000	17.000	18.643	27.917	7.444	12.750	28.562	5.750
TDG	4.52757083683	0.298658315565	0.420	0.316	44.909	5.167	3.500	17.222	1.000	27.667	2.000	1.000	11.800	35.375	1.500	8.900	9.000	8.000	7.167	37.125	40.750	11.444	3.000	6.500	34.000	36.636	13.700
TDGF1	2.98331287107	-0.826232932263	0.546	0.428	25.429	2.000	1.667	16.222	1.000	28.600	3.500	1.600	21.600	47.750	1.333	8.857	5.000	9.000	7.000	37.800	31.400	37.000	12.500	4.800	32.833	37.833	12.333
TDO2	4.06298513586	0.284514133244	0.415	0.271	2.000	31.200	30.545	3.000	48.800	4.000	18.364	11.333	5.000	2.667	11.000	9.400	63.438	2.667	75.000	3.333	2.500	5.600	19.889	37.750	1.500	1.000	7.750
TDP1	6.4735109422	0.882056070969	0.481	0.329	6.100	2.600	16.567	6.059	4.077	38.700	7.227	12.227	48.019	25.421	15.233	35.586	8.923	27.136	8.625	6.741	5.400	21.440	46.571	5.364	14.722	31.136	6.588
TDP2	4.0798900682	0.119024103142	0.446	0.474	28.100	4.200	2.500	9.400	1.000	40.462	5.667	3.500	15.000	49.818	2.500	19.583	8.200	12.500	4.800	17.091	34.375	10.500	2.500	9.000	32.286	35.714	11.000
TDRD1	5.72887286326	1.8347112158	0.397	0.251	15.423	3.273	1.750	6.923	1.500	12.840	28.879	1.000	33.292	40.516	6.300	45.750	2.900	7.750	6.700	4.000	32.294	42.714	10.923	5.727	37.903	36.565	10.917
TDRD10	5.52133346737	0.173767067737	0.529	0.380	53.296	3.846	2.333	15.476	1.000	12.591	1.600	1.000	4.000	38.120	1.000	1.625	5.737	3.444	6.143	62.964	42.333	26.250	2.800	4.500	45.100	17.167	27.500
TDRD12	6.15047844146	0.244887059124	0.395	0.238	4.706	1.750	2.111	31.976	1.500	16.342	2.500	1.500	55.256	26.208	11.130	2.875	2.857	3.500	7.500	45.156	39.000	36.839	6.000	3.800	42.308	17.391	27.971
TDRD15	4.3491529344	2.53655029554	0.338	0.208	1.000	8.700	47.500	6.750	30.077	10.667	27.308	23.769	13.636	2.667	44.333	47.214	6.200	32.250	9.500	1.750	1.000	3.000	21.571	23.143	8.500	22.000	4.000
TDRD3	7.47104923343	1.15833702717	0.412	0.352	4.778	4.289	33.532	14.642	21.319	26.137	17.624	30.536	18.486	4.043	49.537	34.590	6.630	30.977	11.704	6.653	3.071	12.794	37.103	9.447	7.279	16.419	6.400
TDRD5	6.63894266891	1.63459326845	0.433	0.317	6.270	3.118	4.750	10.051	3.714	43.357	3.308	3.579	45.441	30.787	13.075	14.692	3.700	18.333	5.900	25.630	10.038	48.605	30.025	4.952	25.269	35.978	9.971
TDRD6	4.58808495853	2.6526012176	0.435	0.413	1.000	15.667	5.556	5.500	47.611	5.000	48.417	50.100	5.500	1.000	30.267	28.867	12.846	24.818	12.091	1.000	20.500	39.556	22.800	4.500	1.500	5.500	6.000
TDRD7	6.39410251181	1.71984055506	0.436	0.249	39.143	5.185	1.818	35.151	1.000	15.171	2.250	2.500	21.121	29.270	5.250	2.286	4.529	10.174	6.733	41.688	38.375	10.000	2.500	6.556	33.861	31.643	14.675
TDRD9	6.95638196577	2.05172011645	0.471	0.454	10.028	4.167	2.000	7.000	2.500	48.075	5.919	1.333	39.276	44.532	4.167	5.917	3.792	2.750	7.862	31.197	30.958	34.730	7.579	6.412	36.583	9.400	43.311
TDRKH	4.24564777364	0.751035176668	0.484	0.255	16.333	3.400	2.400	19.818	1.000	24.286	6.500	1.500	23.400	55.556	1.000	4.500	4.500	4.833	8.500	39.818	49.000	10.000	1.500	5.667	27.000	8.500	49.167
TDRP	5.80714880804	-0.619270551496	0.525	0.613	1.500	6.250	45.895	5.375	49.636	10.269	34.545	36.208	4.500	1.000	38.656	41.590	5.538	37.346	8.067	3.000	1.667	5.500	34.824	9.700	2.200	12.000	4.077
TEAD1	8.07850309727	0.353887836285	0.484	0.428	4.462	8.375	2.400	21.839	32.480	31.368	3.976	4.000	13.699	4.364	38.095	3.816	5.949	18.849	5.675	35.479	30.189	33.423	8.875	5.556	25.495	36.657	11.208
TEAD2	4.45035348392	0.44572670335	0.602	0.478	45.667	3.500	4.500	53.462	1.000	4.200	2.667	1.000	6.500	43.286	1.000	1.000	1.500	2.500	7.600	38.231	50.833	20.000	1.500	4.000	23.000	6.500	59.286
TEAD3	4.55385196818	0.384049806795	0.596	0.511	63.300	6.500	2.500	35.308	1.000	7.333	4.714	1.000	2.000	28.000	1.000	3.000	3.500	3.333	8.500	45.833	38.500	12.333	2.000	4.571	24.091	6.500	57.100
TEAD4	6.34633643256	0.380729448504	0.589	0.516	10.346	2.571	2.500	38.679	3.500	11.147	3.438	2.545	36.114	22.300	24.036	6.565	6.400	4.692	5.667	34.267	33.778	10.000	4.333	4.643	32.774	15.583	39.226
TEC	7.06625067713	0.920674411042	0.414	0.331	40.056	5.343	3.368	40.426	1.000	9.349	2.727	6.857	16.851	35.358	3.000	2.526	4.129	27.275	5.148	41.827	45.412	12.269	2.467	6.828	19.578	35.290	7.857
TECPR1	5.20198665106	1.8052924556	0.639	0.557	28.500	5.100	2.538	26.000	3.250	21.478	6.500	2.000	26.200	23.636	14.100	15.500	3.833	13.000	5.667	26.900	31.000	11.167	3.429	6.889	23.833	24.700	31.000
TECPR2	7.12484506325	2.08576455378	0.559	0.472	45.098	5.088	2.500	63.284	1.250	3.000	3.760	1.500	5.333	43.348	1.000	2.000	6.000	3.176	8.679	25.403	27.149	4.294	2.667	6.045	22.429	6.682	57.786
TECR	5.18669862937	-0.0232697793228	0.581	0.557	69.000	6.500	2.500	78.417	1.500	3.000	2.900	1.500	2.571	20.333	1.000	2.000	5.929	2.400	7.000	8.462	12.500	2.500	2.500	8.000	14.286	5.000	70.455
TECRL	7.03344502725	0.123003954055	0.390	0.244	4.571	69.040	28.732	7.778	24.812	3.333	13.945	8.033	1.000	1.000	2.947	1.818	73.037	5.211	78.113	1.500	1.200	1.833	3.333	62.931	1.733	3.000	4.381
TECTA	6.46174135963	2.69265037004	0.544	0.529	46.556	6.444	35.310	8.680	1.400	4.353	50.826	7.611	5.842	39.029	1.000	15.227	19.789	33.838	5.526	1.250	2.500	8.882	40.241	8.421	13.862	31.387	7.609
TECTB	4.41812246765	-0.0188780102057	0.503	0.403	2.400	5.000	2.400	12.000	4.750	36.467	3.750	27.182	41.636	8.857	37.500	33.000	6.714	43.000	8.167	8.889	39.467	28.778	4.500	5.500	4.000	14.167	4.556
TEDC1	3.2317395936	0.387362540836	0.690	0.571	72.500	13.000	2.000	68.375	1.000	6.600	1.500	1.000	1.000	12.500	1.000	1.000	2.800	1.500	10.000	20.200	22.500	5.500	2.600	6.500	16.600	7.500	63.000
TEDC2	2.2779847473	0.377401430786	0.656	0.444	53.600	8.500	3.500	58.100	1.000	2.500	3.400	1.000	4.500	32.000	1.333	1.500	6.000	2.500	6.000	29.000	31.500	14.500	2.500	4.500	25.833	6.000	59.167
TEDDM1	1.32192809489	-0.288064643021	0.496	0.099	17.200	2.500	53.500	71.600	1.000	3.500	2.000	8.400	29.000	49.000	2.000	1.333	4.500	31.500	5.333	18.000	1.000	3.000	24.000	16.500	11.500	35.000	8.333
TEF	4.99981965185	-0.0350469470992	0.602	0.519	81.500	9.700	2.500	81.588	2.000	3.286	4.000	1.500	1.000	5.000	1.500	1.000	6.167	1.800	8.071	4.429	7.143	3.000	1.500	6.333	6.273	4.500	77.769
TEFM	2.86512699508	0.111031312389	0.413	0.500	75.333	11.000	4.000	43.571	1.000	7.500	3.500	1.000	1.500	12.000	1.000	1.000	4.500	2.500	9.500	39.429	36.000	8.500	1.500	7.000	18.000	8.667	60.500
TEK	6.91931624393	1.75360453628	0.478	0.312	6.775	4.667	3.462	17.171	14.836	26.234	2.889	40.040	24.667	21.020	28.783	10.814	4.967	19.129	25.717	41.246	26.595	42.958	11.903	4.357	4.000	5.917	5.269
TEKT1	4.98918443156	0.32653734814	0.506	0.413	15.333	2.800	2.667	18.000	1.500	18.240	5.200	2.429	30.294	48.062	1.667	1.500	4.667	4.444	6.000	55.833	40.182	29.833	4.778	6.000	41.353	29.643	15.786
TEKT2	2.07073278582	0.367371065649	0.578	0.473	71.167	6.500	1.333	54.000	1.000	1.000	4.500	1.000	1.000	21.400	1.667	2.500	7.667	3.333	8.000	30.600	28.500	4.000	2.500	6.500	22.500	4.500	62.000
TEKT3	5.24145887127	0.555816155062	0.491	0.578	2.200	4.500	3.857	5.750	32.600	50.321	7.750	3.250	8.500	1.500	50.444	15.526	3.857	15.000	8.500	18.636	25.167	43.182	16.889	4.000	25.533	35.600	11.786
TEKT4	2.43215768731	0.384049806795	0.638	0.747	5.200	17.500	41.333	2.333	21.000	15.667	25.000	17.500	19.167	9.667	27.333	38.667	4.500	25.500	22.000	14.000	1.000	5.000	30.000	20.500	9.500	21.500	5.000
TEKT5	6.07557541508	0.541019153134	0.579	0.565	59.889	6.375	2.167	13.818	1.500	36.667	2.500	2.333	2.750	29.571	1.000	4.538	6.650	4.067	7.389	35.484	31.000	4.231	2.222	7.500	21.158	9.357	56.500
TELO2	4.09668353343	1.32826202861	0.659	0.550	42.667	5.000	3.333	72.167	1.000	2.000	1.500	1.000	7.500	43.778	1.000	3.333	6.000	1.400	8.000	16.000	22.800	3.500	2.000	5.500	7.500	3.500	79.500
TEN1	4.41751500289	-1.4383072786	0.588	0.410	73.545	7.250	3.500	71.455	2.000	2.500	4.222	1.000	1.333	14.500	1.333	2.600	6.250	2.500	8.000	12.400	11.500	2.000	2.333	8.000	10.500	5.000	73.000
TENM1	9.1994539612	3.03491998435	0.469	0.350	2.465	44.111	30.000	9.986	33.431	14.239	36.897	34.810	9.264	1.636	18.765	30.901	15.097	21.186	32.682	5.243	1.593	2.793	15.478	58.752	3.721	7.209	5.504
TENM2	9.93563653784	3.0808281846	0.545	0.496	7.819	24.898	20.449	8.205	31.523	4.441	35.609	25.313	22.428	19.491	24.108	15.123	47.131	17.558	37.984	1.910	17.776	23.486	35.875	7.216	15.310	16.041	9.083
TENM3	9.1282366837	3.01738747753	0.492	0.583	2.189	23.439	17.366	10.388	44.069	20.034	36.040	19.356	10.616	2.050	28.945	30.131	14.242	26.394	8.222	6.068	13.291	24.568	30.601	6.407	16.827	23.570	12.312
TENM4	9.62089426984	3.05432755443	0.563	0.476	4.835	12.429	34.576	7.300	34.975	24.380	33.532	17.357	20.015	10.644	32.934	32.545	8.717	22.628	7.198	15.315	3.179	12.048	19.020	47.343	19.126	24.337	14.728
TEP1	5.57754967701	2.97837870119	0.561	0.310	55.640	8.100	2.500	43.613	1.333	8.850	3.167	1.667	6.143	26.391	1.500	3.556	4.364	12.300	7.429	37.500	32.923	13.500	3.200	6.900	28.444	37.308	12.545
TEPP	3.54584484541	-0.161653263479	0.612	0.586	8.500	1.500	1.667	24.800	1.000	17.556	2.500	1.000	50.000	33.500	6.200	1.500	7.200	3.500	5.500	45.857	34.500	5.571	2.000	5.000	40.000	17.200	32.625
TEPSIN	3.43496176019	0.655351828613	0.660	0.504	25.000	4.333	4.500	64.222	1.000	3.000	2.000	1.500	21.000	47.500	1.800	1.500	5.400	2.500	8.167	23.750	14.800	3.333	2.500	6.500	9.000	4.000	76.333
TERB1	5.54365053798	1.12498976998	0.371	0.294	40.967	6.615	2.750	39.581	1.000	3.250	2.500	1.000	6.875	43.346	2.000	1.500	6.111	3.556	9.500	49.219	36.278	3.667	2.500	6.500	29.714	6.750	49.786
TERB2	4.49326304229	-0.599462070416	0.408	0.512	36.800	4.500	1.500	11.500	2.211	18.583	2.000	1.500	7.000	51.429	1.000	3.333	4.000	13.917	7.750	60.385	36.625	31.667	4.857	5.500	26.143	36.125	14.200
TERF1	5.281364426	0.397255345594	0.440	0.592	7.800	2.750	22.647	9.000	6.700	32.731	8.769	20.750	35.294	16.900	30.913	37.258	5.333	38.400	8.250	8.000	2.500	21.769	43.765	4.167	7.143	18.056	6.667
TERF2	4.92732760505	0.701327257413	0.554	0.673	72.778	9.500	2.667	58.550	1.000	2.667	3.000	1.000	2.333	13.333	1.000	2.500	6.143	3.833	7.400	26.905	8.143	2.667	3.000	7.500	18.643	7.067	62.889
TERF2IP	3.27902549195	0.259423152281	0.578	0.808	16.800	2.000	1.500	18.600	2.000	23.200	2.000	1.500	25.400	52.000	3.000	4.000	2.500	5.000	7.500	48.500	44.167	28.000	3.000	4.667	43.429	24.600	18.333
TERT	5.38805173735	1.76383645889	0.661	0.718	16.556	5.143	4.500	17.750	1.000	37.421	2.000	5.833	40.692	29.167	8.500	9.632	3.833	5.500	11.200	29.957	9.000	43.000	32.167	3.500	37.900	19.100	22.500
TES	5.59368243374	0.336854639125	0.474	0.243	7.375	1.500	2.800	7.500	2.000	40.727	5.364	14.800	41.906	32.444	14.789	32.935	4.667	31.591	7.300	9.316	40.500	9.500	2.400	6.500	13.308	21.667	11.500
TESC	5.91943543257	-0.63935479754	0.573	0.778	31.042	5.636	2.500	28.000	2.000	23.171	2.000	1.500	22.957	35.480	5.400	2.286	3.900	2.714	7.222	41.267	36.538	9.000	3.167	4.667	42.375	18.833	27.955
TESK1	2.25035527176	0.909197062992	0.642	0.449	64.833	8.000	3.000	53.400	1.000	3.500	1.500	1.000	2.000	24.500	1.250	1.000	7.500	2.600	6.500	33.000	38.500	4.500	1.000	6.600	35.833	8.500	46.000
TESK2	7.20247649394	0.776525151422	0.528	0.369	72.945	11.538	2.000	44.620	2.071	4.269	2.500	1.300	1.000	11.900	1.333	2.333	5.750	4.111	7.500	42.729	38.344	5.591	2.500	6.811	21.254	4.944	62.426
TESMIN	5.46208504744	0.608809242676	0.530	0.607	13.067	2.833	3.500	20.000	1.000	17.556	3.000	1.000	26.700	54.391	2.400	3.167	5.100	4.143	8.000	51.636	44.833	26.882	2.500	4.400	40.867	11.444	34.778
TESPA1	5.18760940923	0.644317778338	0.531	0.237	3.833	1.500	44.455	5.750	4.364	50.889	3.167	6.571	43.611	12.214	35.667	24.542	3.714	22.727	4.857	11.444	1.000	4.200	38.727	9.500	20.462	35.667	9.333
TET1	7.0674128479	2.67987414775	0.442	0.292	27.966	2.611	3.737	58.126	1.800	2.500	2.800	1.750	16.379	50.274	1.833	2.500	3.667	3.389	9.069	31.732	43.171	19.535	2.300	6.412	36.219	8.976	40.250
TET2	7.06532457483	2.60691594183	0.449	0.203	24.681	3.857	23.738	11.595	1.556	9.560	36.905	2.389	21.778	46.826	2.200	32.277	10.100	11.837	5.800	3.120	6.351	17.400	39.483	5.812	30.709	25.132	24.232
TET3	6.92803863086	2.42894634477	0.619	0.399	67.277	7.370	2.412	50.369	1.400	5.966	3.947	1.400	2.455	22.750	1.333	2.500	5.136	2.727	6.900	31.083	42.821	10.667	1.714	5.176	35.938	13.667	40.250
TEX10	5.66967877982	1.48336436071	0.424	0.278	14.909	3.111	6.167	16.700	1.333	25.500	3.000	13.882	44.767	17.476	18.800	10.211	3.000	35.611	7.500	42.188	24.611	31.227	22.000	5.273	10.167	26.400	6.556
TEX101	4.90713102475	-0.320125852253	0.519	0.204	13.769	1.667	3.600	18.818	2.333	20.059	2.600	1.000	33.700	44.750	3.167	6.000	2.500	4.500	5.500	50.857	33.353	4.429	4.000	5.000	32.400	12.429	45.500
TEX11	8.56901252441	1.51450103627	0.405	0.232	7.863	29.312	7.462	9.667	18.908	38.108	3.812	3.887	20.982	17.583	8.184	13.599	7.343	14.847	27.533	36.524	10.963	39.556	34.974	3.985	20.314	24.689	10.178
TEX12	2.37434398904	-1.4383072786	0.374	0.156	18.857	3.500	1.500	18.800	1.000	15.500	1.000	3.000	20.857	52.667	3.000	1.000	5.000	13.500	2.800	59.000	18.333	4.000	2.333	6.500	33.857	31.000	15.833
TEX13A	0.82130203989	0.295135249001	0.584	0.307	2.667	50.625	27.000	6.667	38.875	1.500	35.375	39.800	1.000	1.000	7.200	9.333	48.625	32.500	10.800	1.000	1.500	14.500	45.500	9.200	4.000	8.000	5.000
TEX13B	0.591679416936	-0.0954195650787	0.587	0.312	6.000	19.500	2.600	8.333	24.400	37.429	11.143	1.500	19.000	12.333	18.667	33.875	3.500	13.600	7.500	6.500	24.600	46.833	15.000	4.500	33.000	32.000	12.333
TEX13C	2.41792000781	1.57482812359	0.571	0.169	1.000	79.000	16.000	2.333	16.000	7.600	33.667	21.750	1.000	1.000	3.500	26.000	25.125	5.333	60.333	5.500	2.000	2.000	3.000	72.600	3.000	3.000	5.667
TEX14	7.08086015509	2.16703672212	0.478	0.301	51.479	7.333	2.929	49.898	1.000	4.158	3.105	2.833	4.214	35.775	1.000	2.667	9.261	13.167	8.444	34.123	26.638	43.429	11.188	5.174	28.966	26.167	20.682
TEX15	6.34817929467	3.25035527176	0.360	0.214	11.879	2.400	3.000	38.864	1.500	12.500	2.250	2.692	37.627	35.902	12.514	4.133	2.167	10.154	7.808	41.237	43.950	31.559	6.600	4.357	36.295	21.324	21.349
TEX19	2.17951105027	-1.02326977932	0.583	0.072	76.600	10.000	4.000	83.500	2.000	1.000	1.500	1.000	1.286	10.000	1.000	1.000	4.500	3.000	10.667	9.200	14.167	2.000	2.333	6.500	7.000	3.333	75.200
TEX2	6.85662472196	1.766383141	0.498	0.385	62.897	7.567	3.357	32.288	1.000	11.023	2.357	1.444	2.833	26.564	1.429	1.800	6.516	3.667	6.700	46.955	46.065	14.667	2.429	5.045	41.739	21.059	25.818
TEX22	3.93328935881	-1.15200309345	0.691	0.726	68.500	8.400	2.500	61.538	1.000	3.667	1.000	1.000	2.000	19.833	1.000	5.000	3.800	1.500	5.600	25.444	23.167	5.500	3.000	6.000	27.000	7.500	58.167
TEX26	5.41974112431	-0.20589610144	0.420	0.271	12.478	3.700	13.167	7.833	2.500	16.182	18.250	11.900	39.043	38.043	3.769	52.267	3.600	36.722	7.300	3.167	2.750	22.500	52.870	5.000	9.273	28.700	6.000
TEX261	3.15930625464	-0.766111939826	0.502	0.520	16.500	2.500	2.000	8.000	1.000	43.000	3.000	1.400	30.500	46.500	3.000	9.500	5.000	5.500	3.333	33.222	24.500	45.500	12.667	5.000	42.500	26.500	20.500
TEX264	5.05089344436	-0.0908029370083	0.602	0.353	24.176	2.833	3.000	18.625	1.000	26.900	4.182	2.250	19.667	52.125	1.000	2.333	5.778	5.000	6.714	41.474	27.700	38.857	7.667	4.000	44.250	24.375	17.667
TEX28	4.62263756654	0.298658315565	0.585	0.352	27.533	19.857	4.625	61.850	30.611	12.333	1.000	1.500	1.000	9.438	12.231	2.500	7.182	2.750	5.000	21.850	44.474	11.000	5.000	5.667	24.444	10.500	56.600
TEX29	4.81059733955	-0.741782610464	0.554	0.525	2.667	2.250	11.167	8.333	3.667	38.529	3.600	6.500	47.889	11.857	32.800	19.200	7.727	31.615	5.500	22.643	4.667	27.700	50.714	3.000	10.444	42.300	3.556
TEX30	2.98804839748	-0.55427329665	0.385	0.241	8.500	2.333	1.500	22.500	3.000	20.750	12.000	27.800	33.000	18.000	35.857	19.200	9.286	35.500	8.000	16.500	44.800	17.800	4.000	4.000	5.333	17.400	5.000
TEX33	4.06333036081	-0.251538766996	0.565	0.313	50.364	6.000	2.500	7.800	1.000	46.750	5.000	1.000	4.500	38.200	1.000	1.500	5.500	2.500	7.500	35.308	20.000	47.167	20.833	3.500	37.667	14.800	37.000
TEX35	3.38183708391	-0.30757280191	0.472	0.248	12.000	3.500	2.500	4.000	6.000	18.667	25.857	2.000	35.500	17.167	27.500	40.500	7.500	6.000	7.000	3.000	45.000	16.000	3.000	5.500	35.500	22.000	27.500
TEX36	6.73637486996	-0.55427329665	0.480	0.510	5.450	2.500	2.000	15.583	13.667	36.406	3.278	1.429	30.424	13.914	34.311	12.830	4.385	5.476	7.167	30.828	30.289	8.263	2.900	7.087	39.784	26.667	20.441
TEX37	2.30305008468	-0.888968687611	0.556	0.346	6.500	3.500	2.500	18.250	4.000	32.400	6.500	3.667	38.000	25.400	22.000	18.714	2.800	19.500	5.667	20.400	41.600	26.500	7.500	6.500	25.500	35.600	10.333
TEX38	0.809002774939	-0.694321256758	0.560	0.188	21.286	3.667	3.500	38.875	2.000	8.000	1.000	1.000	22.500	46.286	3.500	2.000	5.333	3.000	4.333	47.250	39.333	15.000	2.500	7.000	40.250	15.200	37.000
TEX43	2.19187844255	-1.31473259348	0.420	0.282	59.500	7.000	1.500	32.100	3.000	11.000	1.667	1.000	1.500	30.500	1.000	4.600	4.500	7.000	10.000	46.667	45.000	23.000	3.500	3.000	36.714	20.200	25.667
TEX44	0.50589092973	0.244887059124	0.604	0.279	72.000	9.500	3.500	21.000	1.667	17.500	2.500	1.000	1.000	16.000	1.000	5.000	11.500	3.000	8.000	42.167	17.500	2.500	2.500	5.500	15.500	5.500	66.857
TEX45	3.44519698238	0.599317793698	0.646	0.788	60.500	6.667	3.667	38.167	1.000	8.400	5.500	1.500	2.500	28.125	1.000	3.800	3.667	2.500	10.667	40.750	28.400	10.800	3.500	7.500	24.500	5.000	55.857
TEX46	2.3268249381	-1.46195854667	0.493	0.317	33.429	1.500	3.000	19.600	1.000	17.000	1.000	1.000	15.333	47.125	2.667	1.500	5.500	4.500	13.400	56.000	21.667	5.000	3.000	9.333	46.800	11.500	23.500
TEX47	0.688851743866	-0.397828209247	0.406	0.362	2.000	25.000	37.833	11.500	42.200	4.667	23.167	25.000	5.500	1.000	24.800	10.500	51.000	38.500	6.500	1.000	2.000	6.500	19.600	31.143	7.500	15.667	6.667
